"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50175209","SIBERIA","Manhattan",,"1000 S. 8TH AVE","10019","9173498922",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,,,,,,,,,
"50164936","CAFE PARIOLI","Queens","21-75","35 STREET","11105","3472136961",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.77543923899","-73.90817982274","401","22","011300","4016547","4008240001","QN72","POINT (-73.908179822744 40.775439238994)"
"50180591","CAFE SKYE EAST VILLAGE LLC","Manhattan","520","EAST   14 STREET","10009","6786994293",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.72997420648","-73.97930040207","103","02","003400","1005239","1004070018","MN22","POINT (-73.979300402071 40.729974206476)"
"50180641","KITCHEN PARADISE INC.","Manhattan","48","WEST   48 STREET","10036","2127191788",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.75810267036","-73.98008935248","105","04","009600","1034498","1012630061","MN17","POINT (-73.980089352483 40.758102670356)"
"50180928","BASQUE CONSTRUCTION, LLC","Queens","20-07","127 STREET","11356","9298233001",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.78144879784","-73.84141334576","407","19","091900","4099328","4041720007","QN23","POINT (-73.84141334576 40.781448797836)"
"50181036","Aris pizza","Brooklyn","4414","5 AVENUE","11220","9176782129",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.64832434225","-74.00697667597","307","38","008000","3011207","3007380042","BK32","POINT (-74.006976675971 40.648324342247)"
"50182958","PETIT PARIS CAFE","Queens","81-45","LEFFERTS BOULEVARD","11415","3476148713",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.70839252631","-73.8307165619","409","29","013600","4079732","4033380001","QN60","POINT (-73.830716561902 40.708392526311)"
"50034739","ELLINGTON IN THE PARK","Manhattan","W105","HUDSON BEACH",,"9176805280","American","10/05/2023","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","75","N",,"04/20/2026","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50184844","SADIES","Manhattan","19","FULTON STREET","10038","5167136011",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.70690898539","-74.00369700507","101","01","001501","1001320","1000960012","MN25","POINT (-74.003697005066 40.706908985393)"
"50156675","HEYTEA","Queens","42-20","27 STREET","11101","2126849670",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.74973105053","-73.94025754277","402","26","001900","4617821","4004230029","QN31","POINT (-73.940257542769 40.749731050533)"
"50183041","VRG TERMINAL 6, LLC","Queens","JFK","INTERNATIONAL AIRPORT TERMINAL 6","11371","9735908366",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,,,,,,,,,
"40361757","POPAL FRIED CHICKEN INC.","Brooklyn","702","ROCKWAY AVENUE",,,,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"0","0",,,,,"3",,
"50183522","ORWASHERS BAKERY","Manhattan","66","WEST   84 STREET","10024","5168641952",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.78469767754","-73.97205036148","107","06","016900","1031244","1011970061","MN12","POINT (-73.972050361484 40.784697677539)"
"50180335","SOJOURN SOCIAL","Manhattan","1708","2 AVENUE","10128","2125377750",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.77951656207","-73.95053228","108","05","014602","1050103","1015510053","MN32","POINT (-73.950532279998 40.779516562069)"
"41688103","PRESS DINING ROOM","Bronx","620","ATLANTIC AVENUE",,"9174174384","American","01/25/2025","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","01/25/2025","04/20/2026","Cycle Inspection / Initial Inspection","0","0",,,,,"2",,
"50180231","NANAK JI LLC","Brooklyn","3694","NOSTRAND AVENUE","11229","9292832809",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.59384715218","-73.94063159435","315","48","059402","3202633","3074050937","BK17","POINT (-73.940631594347 40.593847152178)"
"50183405","COFFEECCINO LLC","Brooklyn","1206","AVENUE U","11229","7184907779",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.59843656762","-73.95988179175","315","48","058200","3199392","3073440001","BK25","POINT (-73.959881791748 40.598436567615)"
"50182032","MINERVA'S PLACE","Queens","1020","CYPRESS AVENUE","11385","3475839508",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.69767225948","-73.90209526263","405","34","055500","4085660","4035520064","QN20","POINT (-73.902095262627 40.69767225948)"
"50176083","PAINT N POUR","Manhattan","824","10 AVENUE","10019","9178646272",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.76756511304","-73.98967141282","104","03","013900","1026808","1010640062","MN15","POINT (-73.989671412822 40.767565113037)"
"50167887","THE FORAGERS DEN","Brooklyn","6301","10 AVENUE","11219","718536718_",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.63104045017","-74.00700008118","310","43","021200","3141721","3057370010","BK30","POINT (-74.007000081179 40.63104045017)"
"50141675","METROPOLIS BY MARCUS SAMUELSSON","Manhattan","251","FULTON STREET","10048","2122663818",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.71161033721","-74.01069141356","101","01","001300","1090954","1000580001","MN25","POINT (-74.010691413561 40.711610337212)"
"50142157","THE ATRIUM AT LA GUARDIA - THE LITTLE FLOWER","Queens","1","Central Terminal",,"9723556751",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"0","0",,,,,"4",,
"50184102","HAPPYGIRL LLC","0","N/A","N/A",,"6467034552",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,,,,,,,,,
"50182742","FIELD STUDY COFFEE","Brooklyn","904","GRAND STREET","11211","9292152692",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.71260136894","-73.93793187787","301","34","048500","3325737","3030190001","BK78","POINT (-73.937931877874 40.712601368936)"
"50174188","TEMAKASE","Brooklyn","260","KENT AVE","11249","9176818206",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.71636795155","-73.96593941879","301","33","055500",,"3","BK73","POINT (-73.96593941879 40.716367951553)"
"50150809","CEGM (DEPARTURE LEVEL)","Queens",,"LA GUARDIA AIRPORT","11369","2159970667",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,,,,,,,,,
"50145621","N/A (FAMILY SHELTER)","Queens","38-61","12 STREET","11101","7182587888",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.75771331221","-73.94122133732","401","26","008500","4005336","4004720635","QN68","POINT (-73.94122133732 40.757713312208)"
"50180104","Cafe Commerce","Manhattan","964","LEXINGTON AVENUE","10021","9734527579",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.76927510263","-73.96304934727","108","04","012800","1042724","1014050016","MN40","POINT (-73.963049347267 40.769275102625)"
"40375953","ANGELA BAKERY CORP","Bronx","2407","GRAND CONCOURSE","10468",,,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.86024630462","-73.89834466854","205","14","023703","2013802","2031650044","BX40","POINT (-73.898344668537 40.860246304621)"
"50184230","AMERICAN GRILL INC.","Manhattan","2191","3 AVENUE","10035","6469959696",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.80016767679","-73.93837002934","111","08","019400","1054554","1017840004","MN34","POINT (-73.938370029342 40.800167676785)"
"50154567","MISS YOLO'S TACOS","Manhattan","230","PARK AVENUE","10169","6462665642",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.75450075314","-73.97595042717","105","04","009200","1036185","1013000001","MN19","POINT (-73.975950427165 40.75450075314)"
"50147107","KALYE THAI","Queens","76-06","WOODSIDE AVENUE","11373","7188992910",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.74341259976","-73.88869680407","404","25","048300","4037783","4015220003","QN50","POINT (-73.888696804074 40.743412599759)"
"50182247","OZAKAYA","Brooklyn","635","VANDERBILT AVENUE","11238","9294565956",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.67809563169","-73.96869183582","308","35","020500","3028482","3011520007","BK64","POINT (-73.968691835819 40.678095631692)"
"50170755","ROSE MARIE","Brooklyn","524","LORIMER STREET","11211","3152813033",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.71249982523","-73.94910328124","301","34","050300","3322973","3027740010","BK90","POINT (-73.949103281242 40.712499825227)"
"40626609","PARK TOWERS CAFE","Manhattan","499","PARK AVENUE","10022","2123109793",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.76280769987","-73.96985756013","105","04","011203","1037164","1013130004","MN19","POINT (-73.969857560127 40.762807699869)"
"50184543","TOYA'S SHOCKING VIBES AND LOUNGE LLC","Queens","171-02","LIBERTY AVENUE","11433","3475613166",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.70377753094","-73.78726070555","412","27","044000","4217867","4102280001","QN01","POINT (-73.787260705551 40.703777530942)"
"50118581","MASTER HUANG","Queens","157-02","45 AVENUE","11355","3473686039","Chinese","01/03/2026","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","24","Z","01/03/2026","04/20/2026","Cycle Inspection / Re-inspection","40.75673777579","-73.80901533128","407","20","119900","4123030","4054360041","QN52","POINT (-73.80901533128 40.756737775788)"
"50044252","OPEN MARKET","Manhattan","15","WILLIAM STREET","10005","2127855555","American","09/05/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","23","B","09/05/2024","04/20/2026","Cycle Inspection / Re-inspection","40.70520136193","-74.00999788735","101","01","000900","1087954","1000257501","MN25","POINT (-74.009997887352 40.705201361926)"
"50178971","LADY MOO MOO ICE CREAM  CORP","Brooklyn","1206","HALSEY STREET","11207","6464336786",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.69171380981","-73.90932327989","304","37","043700","3078864","3034120008","BK77","POINT (-73.909323279894 40.69171380981)"
"50180213","TEAPULSE MIDTOWN 30ST LLC","Manhattan","65","WEST   30 STREET","10001","6463013772",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.74700954685","-73.98897446333","105","03","007600","1082272","1008320001","MN17","POINT (-73.988974463331 40.747009546852)"
"50175886","CHOJI","Manhattan","46","EAST    8 STREET","10003","9172502102",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.7311781162","-73.99384449116","102","02","005900","1008837","1005480028","MN23","POINT (-73.993844491157 40.731178116199)"
"50179748","OR'ESH","Manhattan","450","WEST BROADWAY","10012","2122928999",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.72604556748","-74.00067467243","102","01","004900","1087556","1005160037","MN24","POINT (-74.000674672425 40.726045567475)"
"50136259","JI YOU BRAISED FOOD","Queens","41-18","MAIN STREET","11355","6463396905","Chinese","10/14/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","26","Z","10/14/2025","04/20/2026","Cycle Inspection / Re-inspection","40.75773033821","-73.82925152684","407","20","084900","4114237","4050410037","QN22","POINT (-73.82925152684 40.757730338206)"
"50168735","SANGIZAR","Brooklyn","1371","CONEY ISLAND AVENUE","11230","6467058303",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.62412121841","-73.96503925905","314","44","053400","3179862","3067130077","BK43","POINT (-73.965039259048 40.624121218413)"
"50151947","DELROY'S TRANSPORTATION LLC","Brooklyn","6","DURYEA PLACE","11226","5163598056",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.645305731","-73.95772744217","314","40","079200","3117869","3051320057","BK95","POINT (-73.957727442165 40.645305731003)"
"50157021","POKE FAN","Brooklyn","206","LIVINGSTON STREET","11201","9295921716","Japanese","03/26/2026","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.68972317475","-73.98601271001","302","33","003700","3000488","3001640035","BK38","POINT (-73.986012710007 40.689723174753)"
"50176397","GIARDINI PIZZA","Brooklyn","363","SMITH STREET","11231","7185965320",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.67952160629","-73.99533107531","306","39","007700","3007552","3004500001","BK33","POINT (-73.995331075305 40.679521606288)"
"50181641","MUNCH CONEY LLC","Brooklyn","1376","CONEY ISLAND AVENUE","11230","7185212626",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.62404436667","-73.96504650414","312","44","045600","3171275","3065310018","BK43","POINT (-73.965046504137 40.62404436667)"
"50042788","Q Q STAR","Brooklyn","9212","4 AVENUE","11209","7188338078","Chinese","01/10/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","26","Z","01/10/2023","04/20/2026","Cycle Inspection / Re-inspection","40.61815814119","-74.0302569692","310","47","005800","3338804","3061030031","BK31","POINT (-74.030256969196 40.618158141185)"
"50182967","TENON VEGAN SUSHI INC.","Brooklyn","329","FLATBUSH AVENUE","11217","7188084160",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.67782497691","-73.97292453319","308","35","016100","3028691","3011570007","BK64","POINT (-73.972924533185 40.677824976913)"
"50018945","LOI ESTIATORIO","Manhattan","132","WEST   58 STREET","10019","2127130015","Greek","12/04/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","27",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.76543624168","-73.9777875714","105","06","013700","1023742","1010100145","MN17","POINT (-73.9777875714 40.765436241683)"
"41693614","CIBO EXPRESS ATRIUM (CONCOURSE D)","Queens",,"LAGUARDIA AIRPORT","11369","7184245693","American","10/20/2022","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","9","A","10/20/2022","04/20/2026","Cycle Inspection / Initial Inspection",,,,,,,,,
"50176729","SWEET HOSPITALITY GROUP","Brooklyn","322","3 AVENUE","11215","2125825472",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.67619704973","-73.98707908202","306","39","011900","3020760","3009677501","BK37","POINT (-73.987079082018 40.676197049727)"
"50115119","JANNAT ADEN RESTAURANT","Bronx","2620","AVENUE Z",,"7185004894","Middle Eastern","03/07/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","26","B","03/07/2024","04/20/2026","Cycle Inspection / Re-inspection","0","0",,,,,"2",,
"50177171","NATURAL BLEND MANAGEMENT, INC.","Brooklyn","11","STANWIX STREET","11206","9176094737",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.69881489235","-73.93393084416","304","34","039100","3072023","3031610007","BK78","POINT (-73.933930844155 40.698814892352)"
"50131915","99 CENT SUPREME PIZZA","Bronx","297","BROADWAY",,"6464274438","Pizza","08/09/2023","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","65",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","0","0",,,,,"2",,
"50180337","BAO'S PASTRY LLC","Queens","135-25","ROOSEVELT AVENUE","11354","518526666_",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.75914973243","-73.83134509875","407","20","087100","4112313","4049760010","QN22","POINT (-73.831345098747 40.759149732432)"
"50161405","N&F GLOBAL CORP.","Manhattan","151","WEST   34 STREET","10001","2126391600",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.75050916477","-73.98947917044","105","03","010900","1015219","1008100001","MN17","POINT (-73.989479170444 40.750509164767)"
"50181566","98K CHICKEN & BURGERS","Brooklyn","2114","NOSTRAND AVENUE","11210","6465689199",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.63376804861","-73.94776925036","314","45","078600","3407358","3075570086","BK42","POINT (-73.947769250364 40.633768048607)"
"50173112","COOL SIPS","Manhattan","156","SULLIVAN STREET","10012","9176995539",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.72729717029","-74.00169573272","102","03","004900","1008070","1005180030","MN24","POINT (-74.001695732719 40.727297170285)"
"41271537","EL LIDER RESTAURANT","Bronx","4535","PARK AVENUE","10457","7182202923","Latin American","04/21/2022","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","12","A","04/21/2022","04/20/2026","Cycle Inspection / Re-inspection","40.85566210803","-73.89474761229","206","15","038302","2011173","2030300159","BX40","POINT (-73.894747612288 40.855662108032)"
"50138073","MADELINE'S","0","113","FRANKLIN ST","07307","3472278250","American","03/28/2024","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","12","A","03/28/2024","04/20/2026","Pre-permit (Operational) / Initial Inspection",,,,,,,,,
"50140838","NARESH ESSEQUIBO CUISINE","Queens","214-69","JAMAICA AVENUE","11428","9179721428","Caribbean","08/05/2025","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","40","C","08/05/2025","04/20/2026","Cycle Inspection / Re-inspection","40.71694336203","-73.74142267197","413","23","054200","4226244","4106060264","QN34","POINT (-73.741422671969 40.716943362026)"
"50177554","OVELIA COLUMBUS CIRCLE","Manhattan","1802","EAST 65TH STREET",,"6463272626",,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"0","0",,,,,"1",,
